IMG/center_2016_12_01_13_46_01_745.jpg, 0.0, -0.2021725
IMG/left_2016_12_01_13_46_04_177.jpg, 1.0, 0.0047008
IMG/left_2016_12_01_13_44_24_119.jpg, 0.0, 0.1377146
IMG/center_2016_12_01_13_39_20_548.jpg, 1.0, -0.1765823
IMG/center_2016_12_01_13_38_49_191.jpg, 0.0, 0.0617599
IMG/right_2016_12_01_13_34_35_118.jpg, 1.0, 0.0403974
IMG/center_2016_12_01_13_41_13_059.jpg, 0.0, -0.1452064
IMG/center_2016_12_01_13_41_18_634.jpg, 0.0, -0.06925154
IMG/left_2016_12_01_13_40_59_789.jpg, 0.0, 0.11872589
IMG/center_2016_12_01_13_35_25_656.jpg, 1.0, -0.1670138
IMG/left_2016_12_01_13_43_50_961.jpg, 0.0, 0.09024281
IMG/left_2016_12_01_13_33_39_543.jpg, 1.0, -0.3170138
IMG/center_2016_12_01_13_41_10_125.jpg, 1.0, 0.2116669
IMG/right_2016_12_01_13_39_32_284.jpg, 1.0, 0.07867156
IMG/center_2016_12_01_13_43_06_412.jpg, 1.0, 0.08824026
IMG/left_2016_12_01_13_33_46_143.jpg, 0.0, 0.4988158
IMG/left_2016_12_01_13_34_06_858.jpg, 1.0, -0.17348577
IMG/right_2016_12_01_13_36_00_381.jpg, 1.0, 0.0212604
IMG/center_2016_12_01_13_35_12_321.jpg, 0.0, 0.1957194
IMG/left_2016_12_01_13_37_16_268.jpg, 0.0, 0.154348711
IMG/center_2016_12_01_13_44_24_219.jpg, 1.0, 0.0122854
IMG/center_2016_12_01_13_44_23_307.jpg, 0.0, -0.05975719
IMG/center_2016_12_01_13_44_30_899.jpg, 0.0, -0.1452064
IMG/left_2016_12_01_13_36_16_464.jpg, 1.0, -0.2117599
IMG/center_2016_12_01_13_45_49_591.jpg, 1.0, -0.02348577
IMG/right_2016_12_01_13_43_08_842.jpg, 1.0, 0.2952064
IMG/right_2016_12_01_13_37_31_566.jpg, 1.0, -0.0839935
IMG/center_2016_12_01_13_37_28_943.jpg, 1.0, 0.05975719
IMG/right_2016_12_01_13_38_50_921.jpg, 1.0, -0.0074452
IMG/right_2016_12_01_13_40_53_994.jpg, 0.0, 0.1414047
IMG/right_2016_12_01_13_32_59_124.jpg, 0.0, -0.12651423
IMG/left_2016_12_01_13_44_34_340.jpg, 0.0, -0.1566105
IMG/center_2016_12_01_13_43_07_121.jpg, 0.0, -0.08824026
IMG/center_2016_12_01_13_38_06_133.jpg, 1.0, 0.09773462
IMG/right_2016_12_01_13_33_26_761.jpg, 1.0, 0.15
IMG/left_2016_12_01_13_45_53_949.jpg, 1.0, -0.12822024
IMG/right_2016_12_01_13_36_16_666.jpg, 1.0, 0.09780863
IMG/center_2016_12_01_13_33_32_741.jpg, 0.0, 0.02348577
IMG/center_2016_12_01_13_37_56_572.jpg, 0.0, 0.0904655
IMG/right_2016_12_01_13_44_38_182.jpg, 1.0, 0.20975719
IMG/right_2016_12_01_13_44_12_854.jpg, 1.0, 0.15
IMG/center_2016_12_01_13_33_48_278.jpg, 1.0, -0.0617599
IMG/left_2016_12_01_13_42_11_353.jpg, 1.0, -0.09024281
IMG/center_2016_12_01_13_33_36_298.jpg, 1.0, -0.0
IMG/left_2016_12_01_13_35_26_983.jpg, 1.0, -0.3265823
IMG/right_2016_12_01_13_35_01_043.jpg, 0.0, 0.0074452
IMG/right_2016_12_01_13_37_48_960.jpg, 1.0, 0.049966
IMG/center_2016_12_01_13_35_36_888.jpg, 0.0, 0.0904655
IMG/left_2016_12_01_13_43_11_978.jpg, 1.0, -0.0047936
IMG/right_2016_12_01_13_33_58_634.jpg, 0.0, -0.3236895
IMG/right_2016_12_01_13_45_50_713.jpg, 1.0, 0.285712
IMG/right_2016_12_01_13_36_33_504.jpg, 1.0, -0.0265823
IMG/center_2016_12_01_13_45_33_361.jpg, 1.0, -0.0
IMG/left_2016_12_01_13_41_54_788.jpg, 0.0, 0.09973717
IMG/right_2016_12_01_13_45_05_405.jpg, 0.0, -0.15
IMG/left_2016_12_01_13_46_29_803.jpg, 1.0, -0.15
