/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_30_566.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_30_566.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_30_566.jpg,0,0,0,1.014331E-05
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_30_645.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_30_645.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_30_645.jpg,0,0,0,9.584353E-06
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_30_713.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_30_713.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_30_713.jpg,0,0,0,2.181748E-05
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_30_782.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_30_782.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_30_782.jpg,0,0,0,1.062077E-05
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_30_850.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_30_850.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_30_850.jpg,0,0,0,2.025215E-06
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_30_918.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_30_918.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_30_918.jpg,0,0,0,1.016552E-05
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_30_989.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_30_989.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_30_989.jpg,0,0.195381,0,0.07286958
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_057.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_057.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_057.jpg,0,0.400263,0,0.3392224
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_127.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_127.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_127.jpg,0,0.6086699,0,0.7633132
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_193.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_193.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_193.jpg,0,0.7880611,0,1.307966
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_261.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_261.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_261.jpg,0,0.9649529,0,1.991539
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_346.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_346.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_346.jpg,0,1,0,3.176556
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_415.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_415.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_415.jpg,0,1,0,3.880246
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_486.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_486.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_486.jpg,-0.05450325,1,0,4.814867
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_554.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_554.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_554.jpg,-0.12699,1,0,5.508654
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_623.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_623.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_623.jpg,-0.1927329,1,0,6.196487
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_695.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_695.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_695.jpg,-0.291421,1,0,7.102754
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_765.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_765.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_765.jpg,-0.3228552,1,0,8.003855
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_833.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_833.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_833.jpg,-0.3414284,1,0,8.675867
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_900.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_900.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_900.jpg,-0.3414284,1,0,9.345537
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_31_967.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_31_967.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_31_967.jpg,-0.335311,1,0,10.23397
/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/center_2017_02_13_01_46_32_049.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/left_2017_02_13_01_46_32_049.jpg,/Users/tsekityam/git/p-behavioral-cloning/Run_3/IMG/right_2017_02_13_01_46_32_049.jpg,-0.326135,1,0,11.11708
